sin,cos,diff_x,diff_y,diff_yaw,w_y,w_z
-0.7413986966084245,0.671064805117456,-0.0167766201279362,0.0185349674152064,0.0599795699074779,-82.86590759030364,59.97956990747798
-0.5033703558755566,-0.864070763783682,0.0216017690945919,0.0125842588968936,0.0266655424724402,-69.1737206778799,26.66554247243976
-0.9999280534088923,-0.0119953326716441,0.000299883316785,0.0249982013352223,0.0475987206085304,-96.40155096195431,47.598720608530186
0.3852959541508753,-0.9227930579035404,0.0230698264475961,-0.0096323988537676,0.0840836199616585,-61.99027576739036,84.0836199616588
0.840373176870074,0.5420082320383145,0.0035605108426448,0.0055205025149849,0.0669341650979095,13.138216846825742,66.93416509790958
-0.8134288816389369,0.5816643830557519,-0.0145416095763941,0.0203357220409756,-0.0437117927951732,-70.36849268311605,-43.71179279517319
-0.0795283434743117,0.9968326050968798,0.0379662753545062,-0.0030289889911259,0.0850999847633171,76.17382328862612,85.09998476331722
-0.6663628496687466,0.7456276232687115,-0.0186406905817193,0.0166590712417189,0.0920685393518384,-55.889098726211,92.06853935183844
0.4001765208526479,-0.9164380787365124,-0.040282890823633,0.0175901323545133,-0.0615434989442897,87.91186607865848,-61.54349894428972
0.6275001171100862,0.7786164672204333,0.0275299066292546,0.0221868151537592,0.0471691836747308,70.71493549973019,47.16918367473088
-0.5551077725401697,0.8317784325561052,0.0284632963805506,-0.0189956801409252,-0.0728317343875606,68.43961147941889,-72.8317343875606
-0.1453825472837672,0.9893755176601466,-0.0247343879415034,0.0036345636820982,0.0533320759660587,-94.19118798951382,53.33207596605868
-0.7153997500915943,-0.6987153909632193,0.0138496040487154,0.0141803134773574,0.0308136833211061,-39.64304845099731,30.813683321106023
0.513176471835288,-0.8582831168994797,-0.0213390354819136,0.0127588329833834,0.001632936805088,49.72493356038808,1.6329368050881783
0.8473351994341004,-0.5310584335080023,-0.010266347553852,0.0163805658721036,-0.0936064474768905,38.66372099977326,-93.60644747689052
-0.2400117262411445,-0.970769988857683,0.0160911119821101,0.0039783425613677,0.0946211251254176,-33.15123493063406,94.62112512541783
-0.7842196053638619,-0.6204833684821445,0.0148157011552143,0.018725342053127,-0.0121190238262069,-47.75535302879974,-12.11902382620758
0.8302584102092718,0.5573786614831722,0.0069746687305212,0.0103893058204391,0.0531427677341274,25.0266801099456,53.14276773412726
0.2368435332096756,-0.9715478067376598,-0.0204528536622223,0.004985988432054,-0.0033655670275223,42.10364846769758,-3.3655670275222462
-0.8662309951640123,0.4996437360931937,-0.0096897864415979,0.0167991565707552,-0.0727610862942236,-38.786782427665045,-72.76108629422357
0.3265030300069474,0.9451961549838648,0.0324933636607056,0.0112243174439479,0.0482816991969565,68.7547520995976,48.281699196956566
0.1960017077617427,0.9806035542228472,0.0387419805640831,0.0077436945031799,-0.0254161814506674,79.01660237158816,-25.41618145066748
0.4804732979555465,0.8770093556808392,0.0060393209477958,0.0033086676150126,-0.0326528880070041,13.772534827995829,-32.65288800700412
-0.7704132640791546,-0.6375448239386019,-0.0192193169519838,-0.0232247461674575,-0.0734478363529955,60.29165708930603,-73.44783635299498
-0.997498940500632,0.070681424010248,1.8494783830647062e-05,-0.0002610095585708,0.0905261099987728,0.5233279915861146,90.52610999877282
-0.8837662279566315,0.4679286850827883,0.0111868042439198,-0.0211282618585038,-0.0201482399849952,47.814141772209695,-20.148239984995243
-0.5051931375958603,-0.8630063115215614,-0.0300973589988018,-0.0176186188014639,-0.0150989791831324,69.75003217703139,-15.098979183132611
0.5513216123011451,0.8342928022041578,0.034732649925619,0.0229522063547733,0.0073171257674506,83.26249449559441,7.317125767450648
0.9242332475638264,0.3818283699486232,-0.0095457092487265,-0.0231058311890954,-0.0048981734723001,-75.54626908880437,-4.8981734723002575
0.9988461492945044,0.0480246815662564,-0.00120061703916,-0.0249711537323626,0.073320245172483,-56.0210894407752,73.320245172483
0.1702913245059546,-0.985393761294442,0.0031366836143149,-0.000542067575644,-0.0163949475229832,-6.366355740264567,-16.394947522983315
-0.7765207955205279,-0.6300916235946694,0.0157522905898588,0.0194130198880113,-0.0757751737267988,-80.55574122237432,-75.77517372679876
-0.7780310868168399,0.628225777843131,-0.0100718439454183,0.0124735532470623,-0.0654112759664895,-32.06440837240329,-65.41127596648953
-0.727216622963321,0.6864080297358292,-0.0019931686427927,0.0021116672687604,-0.0442364602098287,-5.80753300208336,-44.23646020982872
