property,sin,cos,diff_x,diff_y,diff_yaw,w_y,w_z
mu,0.08015787479865703,0.24222590847617761,7.774678843166032e-05,2.303968262782258e-05,1.1739160281939996e-06,0.003246689406047256,0.0011739160281939044
sigma,0.6571491269918698,0.709265312960253,0.001872761232868168,0.0016559817942216706,0.005771136966775182,5.775010768108951,5.771136966775182
min,-0.9999999999996356,-0.999999999991148,-0.0049987444876080644,-0.0049977517108565905,-0.009999944446759557,-9.999979896462929,-9.99994444675961
max,0.9999999999975923,1.0,0.0049986752125619205,0.004997870740411692,0.009999999693164785,9.99999592415872,9.999999693164837
""
type_scaling,1
num_inputs,5
num_outputs,2
