property,sin,cos,diff_x,diff_y,diff_yaw,w_y,w_z
mu,0.006217829314832566,0.04545813059849888,0.00014036246578918128,1.4186588653992022e-05,-3.727422707507925e-05,-0.08971728686605451,-0.03727422707507925
sigma,0.7125887225355353,0.7000808577401371,0.01753669714348255,0.017818422612276504,0.05774390336146806,57.76071144037583,57.743903361468064
min,-0.9999999999971501,-0.999999999934956,-0.049990706541153784,-0.04999826281231634,-0.09999983652422717,-99.99934359747644,-99.99983652422758
max,0.9999999999999974,1.0,0.049984605116307534,0.049987418075382095,0.09999996501012198,99.9999419789646,99.99996501012194
""
type_scaling,1
num_inputs,5
num_outputs,2
