method,rollout_pos_rmse,rollout_final_err
Classic,0.0,0.0
NN,3.115257987400325,6.15734595115559
PINN,5.112405920366323e-10,1.2901017745665754e-09
SINDy,0.14208145809620867,0.5062353466696925
DMD,0.6626680510598105,2.073791227272659
GP,0.3092364618936998,1.036790729233551
Hankel,0.7015626707415952,2.2361444121045753
