controller,phase,pos_rmse,head_rmse,effort,time_ms
Inverse,"Phase 1
Clean",0.06881695092671757,0.03902772455777745,15.142263612344708,0.03647903503041822
Inverse,"Phase 2
Noise",0.046028424930835726,0.04872674613499479,31.98368469789925,0.03626603853333468
Inverse,"Phase 3
Current",0.2759251717672672,0.060111705322395716,32.93683064946594,0.03639682343100415
Inverse,"Phase 4
All",5.7167989899044915,0.37182866367899675,50.09298290309424,0.03622767075788718
Inverse,"Phase 5
Curr+Noise",3.9739569361963727,0.046090662784115104,39.483108772310125,0.036650431817410456
Inverse,"Phase 6
Noise",0.06182950607521798,0.04119831891981426,33.35092214200332,0.036654711037592574
Inverse,"Phase 7
Clean",0.04276633264192036,0.04369601560724889,14.104923398539414,0.0361350052442183
