controller,phase,pos_rmse,head_rmse,effort,time_ms
DNN,"Phase 1
Clean",0.06881695092671757,0.03902772455777745,15.142263612344708,0.17631746058887066
DNN,"Phase 2
Noise",0.04749448824298429,0.04984259093569604,33.413646056337925,0.17618792294130126
DNN,"Phase 3
Current",0.274314123211951,0.05069018911739276,31.640534073772557,0.17710896852550098
DNN,"Phase 4
All",5.731777891935985,0.36977516463653254,50.29999848394982,0.1760687793209314
DNN,"Phase 5
Curr+Noise",3.9837345962698225,0.04897567725605983,40.15102966762466,0.17592534616676245
DNN,"Phase 6
Noise",0.06744691880666889,0.04294171663482246,33.92146771742694,0.17600451490633284
DNN,"Phase 7
Clean",0.04279963886163421,0.044260080265443265,14.150211373953917,0.17558418531343561
