controller,pos_rmse,head_rmse,effort_mean,time_ms_mean
PID,2.6999239026621393,0.8801369646970811,35.43957118699608,0.05826350850045857
Inverse,2.6336860726314875,0.14706567162913994,31.011901949780114,0.03640138250297697
DNN,2.640436608292481,0.1460978956235599,31.24364424694619,0.176171051750689
LoRA-ER,0.13246838162741864,0.06329781237376073,28.38414413094508,0.19680597425263385
LoRA-EWC,0.1614743727303055,0.07089693289988788,28.234795650078794,0.21687561974517855
LoRA-AGEM,0.19215882767124695,0.07930325447624575,28.406513280324138,0.20655418750351598
