controller,phase,pos_rmse,head_rmse,effort,time_ms
LoRA-ER,"Phase 1
Clean",0.06881695092671757,0.03902772455777745,15.142263612344708,0.19726176182490393
LoRA-ER,"Phase 2
Noise",0.04498156020336438,0.04759991985890997,33.05826810296609,0.19679860420448667
LoRA-ER,"Phase 3
Current",0.05459620745452186,0.04606676396053391,32.903697476656305,0.1969783776284491
LoRA-ER,"Phase 4
All",0.3206947128870992,0.12398375399489,36.88412694243239,0.19647944657995633
LoRA-ER,"Phase 5
Curr+Noise",0.07844005923003676,0.05471088308412596,33.03184432600003,0.19744680070692558
LoRA-ER,"Phase 6
Noise",0.04850026583538616,0.04385084362648398,33.60399951609953,0.1967868546502962
LoRA-ER,"Phase 7
Clean",0.04263852409592824,0.04308041296726571,14.073816075868393,0.1958901538416866
