controller,phase,pos_rmse,head_rmse,effort,time_ms
LoRA-EWC,"Phase 1
Clean",0.06881695092671757,0.03902772455777745,15.142263612344708,0.21639667599812362
LoRA-EWC,"Phase 2
Noise",0.04664625705685306,0.048679213942728616,32.86651891090362,0.21700429421774595
LoRA-EWC,"Phase 3
Current",0.08201336212381298,0.046945836119035,31.83562086190015,0.21725968880449964
LoRA-EWC,"Phase 4
All",0.39355965328778525,0.14977285288105535,37.54542675087273,0.21691097022494382
LoRA-EWC,"Phase 5
Curr+Noise",0.1008884603943013,0.04177533752893688,33.085472611418695,0.2166500419510583
LoRA-EWC,"Phase 6
Noise",0.04588647555434368,0.054968805527142915,33.04576517269795,0.217220509622848
LoRA-EWC,"Phase 7
Clean",0.0425551074163875,0.04365070866756435,14.132398119655855,0.21668720979402795
