time,dt,pos_x,pos_y,pos_z,vel_body_x,vel_body_y,vel_body_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,roll,pitch,yaw,qw,qx,qy,qz,pwm_1,pwm_2,pwm_3,pwm_4,total_thrust,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,trajectory_type
0.000000,0.000000,0.025783,-0.048365,-2.007474,0.027702,-0.122513,0.031016,0.008608,0.002268,-9.871634,-0.001702,0.011003,0.006692,-0.003087,0.010308,0.005971,0.009469,-0.028679,1.538768,0.718210,0.013376,-0.007006,0.695662,0.732700,0.731003,0.732363,0.730868,2.926934,-0.731759,-0.001573,0.015341,0.006315,
0.009830,0.009830,0.026021,-0.049240,-2.007020,0.026687,-0.117142,0.029932,0.018704,0.005332,-9.872339,-0.002255,0.012365,0.006091,-0.002634,0.012136,0.005791,0.009430,-0.028524,1.538711,0.718232,0.013308,-0.006965,0.695642,0.732461,0.731237,0.732025,0.731208,2.926930,-0.731771,-0.001665,0.016484,0.006319,
0.019866,0.010036,0.026128,-0.049597,-2.006806,0.026148,-0.114363,0.029404,0.020514,0.007568,-9.878078,-0.002178,0.013798,0.006103,-0.001774,0.014607,0.005846,0.009413,-0.028429,1.538685,0.718241,0.013269,-0.006937,0.695633,0.732572,0.731206,0.731989,0.731315,2.927082,-0.731791,-0.001734,0.018457,0.006330,
0.029909,0.010043,0.026233,-0.049942,-2.006594,0.025637,-0.111627,0.028863,0.013602,0.002324,-9.881274,-0.001892,0.014250,0.006268,-0.002032,0.016245,0.006661,0.009398,-0.028332,1.538656,0.718252,0.013229,-0.006908,0.695623,0.732717,0.731096,0.732141,0.731210,2.927164,-0.731800,-0.001799,0.019370,0.006335,
0.039953,0.010044,0.026335,-0.050276,-2.006387,0.025116,-0.108957,0.028291,0.010745,0.005233,-9.871264,-0.001858,0.016434,0.006803,-0.002212,0.017889,0.005807,0.009383,-0.028217,1.538633,0.718261,0.013184,-0.006872,0.695615,0.732358,0.731436,0.731834,0.731535,2.927164,-0.731807,-0.001864,0.020265,0.006340,
0.049850,0.009897,0.026532,-0.050857,-2.005981,0.024114,-0.103610,0.027210,0.007641,-0.004140,-9.875141,-0.002751,0.017528,0.005952,-0.002893,0.017436,0.005314,0.009341,-0.027965,1.538582,0.718281,0.013081,-0.006796,0.695597,0.732611,0.731223,0.732311,0.731084,2.927228,-0.731812,-0.001901,0.020771,0.006345,
0.059892,0.010042,0.026628,-0.051105,-2.005782,0.023595,-0.100973,0.026659,0.021318,0.005700,-9.874173,-0.003823,0.018341,0.005627,-0.004121,0.019763,0.006171,0.009311,-0.027835,1.538550,0.718293,0.013025,-0.006760,0.695586,0.732362,0.731508,0.732304,0.731074,2.927249,-0.731820,-0.002013,0.022553,0.006355,
0.069855,0.009963,0.026720,-0.051341,-2.005586,0.023065,-0.098247,0.026098,0.015154,0.002098,-9.883373,-0.004128,0.019602,0.006238,-0.004532,0.019916,0.004858,0.009278,-0.027695,1.538525,0.718302,0.012964,-0.006721,0.695578,0.732457,0.731439,0.732362,0.731036,2.927294,-0.731822,-0.002012,0.023313,0.006360,
0.079910,0.010055,0.026810,-0.051566,-2.005394,0.022579,-0.095617,0.025476,0.012382,-0.000402,-9.871187,-0.004248,0.019661,0.005498,-0.003168,0.021737,0.005529,0.009244,-0.027553,1.538497,0.718313,0.012903,-0.006682,0.695568,0.732724,0.731173,0.732274,0.731119,2.927289,-0.731826,-0.001965,0.023830,0.006366,
0.089894,0.009984,0.026898,-0.051780,-2.005204,0.022106,-0.093019,0.024948,0.017106,0.002501,-9.878206,-0.003398,0.021007,0.006531,-0.002536,0.022044,0.005499,0.009217,-0.027401,1.538480,0.718321,0.012840,-0.006637,0.695562,0.732471,0.731433,0.731896,0.731502,2.927303,-0.731819,-0.001977,0.024823,0.006371,
0.099872,0.009978,0.027065,-0.052082,-2.004881,0.021174,-0.087763,0.023803,0.002421,-0.000376,-9.885943,-0.003735,0.024415,0.006603,-0.002417,0.024979,0.006384,0.009162,-0.027055,1.538443,0.718336,0.012700,-0.006532,0.695550,0.732260,0.731612,0.731870,0.731533,2.927274,-0.731823,-0.001937,0.025224,0.006375,
0.109882,0.010010,0.027145,-0.052218,-2.004723,0.020708,-0.085271,0.023179,0.003919,0.002868,-9.882788,-0.002306,0.024519,0.006218,-0.002170,0.024205,0.005563,0.009143,-0.026874,1.538424,0.718344,0.012630,-0.006474,0.695543,0.732550,0.731321,0.731974,0.731430,2.927275,-0.731805,-0.001978,0.026765,0.006381,
0.119874,0.009992,0.027223,-0.052344,-2.004569,0.020247,-0.082775,0.022612,0.011377,0.000518,-9.880916,-0.003731,0.026070,0.005834,-0.003353,0.026904,0.005135,0.009112,-0.026681,1.538404,0.718352,0.012552,-0.006416,0.695537,0.732136,0.731735,0.731929,0.731441,2.927240,-0.731792,-0.002035,0.027286,0.006385,
0.129891,0.010017,0.027370,-0.052489,-2.004287,0.019326,-0.077739,0.021492,0.006558,-0.001915,-9.876424,-0.003383,0.026442,0.006577,-0.003344,0.026343,0.006106,0.009057,-0.026284,1.538371,0.718367,0.012394,-0.006293,0.695526,0.732513,0.731331,0.732142,0.731191,2.927177,-0.731782,-0.002027,0.027754,0.006388,
0.139912,0.010021,0.027441,-0.052547,-2.004151,0.018880,-0.075276,0.020932,0.010500,0.001369,-9.875599,-0.003154,0.026229,0.004927,-0.003163,0.026740,0.004073,0.009031,-0.026090,1.538346,0.718377,0.012317,-0.006232,0.695517,0.732781,0.731056,0.732335,0.730968,2.927140,-0.731758,-0.002055,0.028804,0.006395,
0.149943,0.010031,0.027509,-0.052596,-2.004017,0.018424,-0.072863,0.020329,0.007877,0.003764,-9.880182,-0.003788,0.028064,0.005496,-0.004654,0.028710,0.006145,0.009000,-0.025880,1.538327,0.718385,0.012233,-0.006167,0.695511,0.732197,0.731648,0.732004,0.731207,2.927055,-0.731748,-0.002039,0.029074,0.006402,
0.159864,0.009921,0.027568,-0.052605,-2.003911,0.017934,-0.070399,0.019736,0.010859,0.002512,-9.873462,-0.005173,0.028528,0.006279,-0.004696,0.027819,0.006517,0.008957,-0.025666,1.538317,0.718390,0.012143,-0.006105,0.695508,0.732416,0.731370,0.732272,0.730934,2.926991,-0.731731,-0.002040,0.029495,0.006405,
0.169868,0.010004,0.027625,-0.052606,-2.003808,0.017496,-0.067967,0.019169,0.018442,-0.002469,-9.877382,-0.004251,0.028428,0.006909,-0.003706,0.028402,0.005726,0.008922,-0.025453,1.538310,0.718394,0.012056,-0.006041,0.695506,0.732519,0.731240,0.732048,0.731173,2.926980,-0.731708,-0.002010,0.029969,0.006407,
0.179974,0.010106,0.027680,-0.052597,-2.003706,0.017070,-0.065510,0.018579,0.007383,-0.005862,-9.865507,-0.003795,0.028729,0.006247,-0.004258,0.030408,0.005231,0.008891,-0.025238,1.538299,0.718399,0.011970,-0.005975,0.695503,0.732268,0.731438,0.732072,0.731054,2.926832,-0.731687,-0.001999,0.030447,0.006409,
0.189862,0.009888,0.027792,-0.052529,-2.003532,0.016314,-0.060775,0.017538,0.011508,-0.008794,-9.875198,-0.004394,0.030385,0.005680,-0.005155,0.031126,0.006102,0.008818,-0.024788,1.538276,0.718410,0.011788,-0.005839,0.695495,0.732095,0.731583,0.731965,0.731106,2.926749,-0.731661,-0.002036,0.031177,0.006409,
0.199906,0.010044,0.027850,-0.052470,-2.003458,0.015956,-0.058435,0.016968,0.006989,0.009709,-9.863635,-0.005256,0.031417,0.006719,-0.004117,0.031711,0.006759,0.008775,-0.024551,1.538273,0.718413,0.011689,-0.005768,0.695495,0.731983,0.731626,0.731898,0.731148,2.926655,-0.731619,-0.001917,0.031988,0.006414,
0.209841,0.009935,0.027959,-0.052326,-2.003339,0.015108,-0.053893,0.016017,0.009147,0.002841,-9.865185,-0.003272,0.032355,0.005694,-0.002802,0.032309,0.005231,0.008712,-0.024061,1.538263,0.718420,0.011497,-0.005614,0.695492,0.732220,0.731301,0.731683,0.731296,2.926500,-0.731594,-0.001769,0.032090,0.006416,
0.219867,0.010026,0.028022,-0.052232,-2.003315,0.014705,-0.051656,0.015454,0.016226,0.001169,-9.868670,-0.003565,0.033153,0.005797,-0.004489,0.033442,0.005339,0.008682,-0.023809,1.538259,0.718423,0.011398,-0.005534,0.695491,0.732009,0.731478,0.731776,0.731113,2.926376,-0.731544,-0.001811,0.032878,0.006416,
0.230019,0.010152,0.028082,-0.052130,-2.003293,0.014290,-0.049389,0.014924,0.006028,0.005738,-9.869911,-0.004168,0.033436,0.005887,-0.003634,0.033920,0.006566,0.008647,-0.023554,1.538255,0.718426,0.011297,-0.005455,0.695490,0.732045,0.731345,0.731809,0.730979,2.926177,-0.731506,-0.001799,0.033107,0.006417,
0.239897,0.009878,0.028140,-0.052020,-2.003272,0.013878,-0.047223,0.014384,0.007829,0.000145,-9.868254,-0.003722,0.033547,0.006742,-0.003179,0.033383,0.007071,0.008615,-0.023297,1.538260,0.718426,0.011196,-0.005374,0.695493,0.732200,0.731095,0.731838,0.730904,2.926037,-0.731474,-0.001732,0.033126,0.006420,
0.249857,0.009960,0.028257,-0.051772,-2.003258,0.013121,-0.042929,0.013338,0.002195,0.000257,-9.862226,-0.001815,0.034189,0.006547,-0.001586,0.034599,0.006414,0.008573,-0.022780,1.538276,0.718423,0.011001,-0.005202,0.695500,0.732244,0.730945,0.731504,0.731201,2.925895,-0.731437,-0.001725,0.033323,0.006419,
0.259838,0.009981,0.028316,-0.051634,-2.003264,0.012830,-0.040856,0.012835,0.005021,0.005373,-9.858240,-0.001321,0.034398,0.005600,-0.000839,0.034865,0.005750,0.008560,-0.022516,1.538276,0.718425,0.010905,-0.005112,0.695500,0.732158,0.730828,0.731347,0.731117,2.925450,-0.731363,-0.001760,0.033460,0.006420,
0.269936,0.010098,0.028373,-0.051489,-2.003271,0.012404,-0.038818,0.012358,0.004749,0.004934,-9.864876,-0.001232,0.034782,0.006573,-0.002504,0.035411,0.007016,0.008548,-0.022249,1.538285,0.718423,0.010807,-0.005020,0.695504,0.731931,0.731044,0.731447,0.731028,2.925450,-0.731316,-0.001846,0.034010,0.006414,
0.279876,0.009940,0.028491,-0.051158,-2.003351,0.011654,-0.034803,0.011277,0.005719,0.007297,-9.860640,-0.003152,0.035562,0.006339,-0.003190,0.035877,0.005841,0.008497,-0.021701,1.538311,0.718417,0.010599,-0.004841,0.695515,0.731681,0.731169,0.731580,0.730835,2.925264,-0.731278,-0.001963,0.034090,0.006412,
0.289848,0.009972,0.028551,-0.050971,-2.003407,0.011258,-0.032848,0.010766,0.005082,0.002005,-9.860975,-0.002368,0.037270,0.006319,-0.002283,0.038041,0.005908,0.008476,-0.021413,1.538321,0.718415,0.010491,-0.004745,0.695519,0.731524,0.731252,0.731135,0.731202,2.925113,-0.731184,-0.001918,0.033771,0.006414,
0.299964,0.010116,0.028610,-0.050778,-2.003463,0.010925,-0.030864,0.010271,0.005082,0.002005,-9.860975,-0.002770,0.037780,0.006344,-0.002283,0.038041,0.005908,0.008451,-0.021121,1.538333,0.718413,0.010381,-0.004649,0.695524,0.731524,0.731252,0.731135,0.731202,2.925113,-0.731130,-0.001994,0.033943,0.006409,
0.309910,0.009946,0.028666,-0.050578,-2.003518,0.010621,-0.028948,0.009727,0.004801,-0.003948,-9.871626,-0.002309,0.039281,0.007189,-0.002368,0.039309,0.006174,0.008429,-0.020816,1.538354,0.718408,0.010267,-0.004546,0.695532,0.731046,0.731407,0.730635,0.731432,2.924519,-0.731076,-0.002017,0.034113,0.006403,
0.320060,0.010150,0.028666,-0.050578,-2.003518,0.010621,-0.028948,0.009727,0.004801,-0.003948,-9.871626,-0.002309,0.039281,0.007189,-0.002368,0.039309,0.006174,0.008429,-0.020816,1.538354,0.718408,0.010267,-0.004546,0.695532,0.731046,0.731407,0.730635,0.731432,2.924519,-0.731025,-0.001980,0.033766,0.006403,
0.329845,0.009785,0.028882,-0.049878,-2.003777,0.009578,-0.023233,0.008249,0.011377,0.002441,-9.853149,-0.002224,0.037698,0.006212,-0.002735,0.037724,0.005796,0.008360,-0.019928,1.538393,0.718399,0.009934,-0.004251,0.695547,0.731574,0.730682,0.731028,0.730817,2.924101,-0.730964,-0.001938,0.033665,0.006400,
0.339831,0.009986,0.028949,-0.049631,-2.003876,0.009251,-0.021389,0.007725,0.006095,0.001478,-9.866379,-0.003777,0.036811,0.006116,-0.003542,0.036585,0.006262,0.008327,-0.019642,1.538407,0.718396,0.009822,-0.004160,0.695553,0.731400,0.730731,0.731420,0.730291,2.923841,-0.730859,-0.001921,0.033389,0.006399,
0.349872,0.010041,0.029014,-0.049378,-2.003974,0.008956,-0.019572,0.007230,0.002452,-0.003654,-9.858166,-0.004362,0.036533,0.006785,-0.003679,0.037781,0.005002,0.008288,-0.019359,1.538428,0.718390,0.009710,-0.004072,0.695561,0.731020,0.730899,0.731047,0.730470,2.923436,-0.730791,-0.001917,0.033764,0.006389,
0.359926,0.010054,0.029014,-0.049378,-2.003974,0.008956,-0.019572,0.007230,0.002452,-0.003654,-9.858166,-0.004362,0.036533,0.006785,-0.003679,0.037781,0.005002,0.008288,-0.019359,1.538428,0.718390,0.009710,-0.004072,0.695561,0.731020,0.730899,0.731047,0.730470,2.923436,-0.730734,-0.001770,0.033543,0.006388,
0.369909,0.009983,0.029171,-0.048805,-2.004224,0.008361,-0.016074,0.006298,0.005536,-0.003675,-9.867994,-0.005572,0.038096,0.005894,-0.005184,0.038754,0.006302,0.008205,-0.018766,1.538455,0.718384,0.009474,-0.003888,0.695572,0.730583,0.731114,0.730694,0.730546,2.922937,-0.730731,-0.001800,0.033732,0.006385,
0.379884,0.009975,0.029247,-0.048510,-2.004347,0.008070,-0.014371,0.005730,0.005536,-0.003675,-9.867994,-0.005182,0.038637,0.006584,-0.005184,0.038754,0.006302,0.008159,-0.018465,1.538475,0.718379,0.009353,-0.003795,0.695579,0.730583,0.731114,0.730694,0.730546,2.922937,-0.730609,-0.001468,0.033348,0.006383,
0.389832,0.009948,0.029401,-0.047899,-2.004620,0.007427,-0.010950,0.004807,0.014159,0.006144,-9.848632,-0.004110,0.038038,0.005913,-0.004048,0.038439,0.005449,0.008086,-0.017869,1.538512,0.718369,0.009119,-0.003607,0.695593,0.730690,0.730758,0.730506,0.730482,2.922435,-0.730538,-0.001305,0.033203,0.006380,
0.399884,0.010052,0.029401,-0.047899,-2.004620,0.007427,-0.010950,0.004807,0.014159,0.006144,-9.848632,-0.004110,0.038038,0.005913,-0.004048,0.038439,0.005449,0.008086,-0.017869,1.538512,0.718369,0.009119,-0.003607,0.695593,0.730690,0.730758,0.730506,0.730482,2.922435,-0.730534,-0.001336,0.033385,0.006376,
0.410081,0.010197,0.029630,-0.046940,-2.004993,0.006662,-0.006260,0.003656,0.005245,-0.002975,-9.844490,-0.004043,0.037752,0.007252,-0.004158,0.038107,0.006935,0.007980,-0.016978,1.538575,0.718351,0.008771,-0.003323,0.695617,0.730526,0.730516,0.730468,0.730109,2.921619,-0.730405,-0.001135,0.033164,0.006370,
0.419861,0.009780,0.029710,-0.046608,-2.005154,0.006382,-0.004685,0.003240,0.005245,-0.002975,-9.844490,-0.002754,0.038031,0.005616,-0.004158,0.038107,0.006935,0.007955,-0.016680,1.538593,0.718346,0.008659,-0.003225,0.695624,0.730526,0.730516,0.730468,0.730109,2.921619,-0.730242,-0.000679,0.032252,0.006365,
0.429856,0.009995,0.029787,-0.046271,-2.005313,0.006125,-0.003180,0.002811,0.002700,0.000344,-9.851987,-0.003407,0.037275,0.005407,-0.003166,0.037090,0.005990,0.007923,-0.016389,1.538609,0.718342,0.008546,-0.003131,0.695630,0.730387,0.730361,0.730210,0.730008,2.920966,-0.730172,-0.000635,0.032238,0.006358,
0.439953,0.010097,0.029787,-0.046271,-2.005313,0.006125,-0.003180,0.002811,0.002700,0.000344,-9.851987,-0.003407,0.037275,0.005407,-0.003166,0.037090,0.005990,0.007923,-0.016389,1.538609,0.718342,0.008546,-0.003131,0.695630,0.730387,0.730361,0.730210,0.730008,2.920966,-0.730105,-0.000529,0.032068,0.006355,
0.449877,0.009924,0.029933,-0.045584,-2.005624,0.005565,-0.000283,0.001988,0.001037,0.010462,-9.851538,-0.004192,0.037446,0.006275,-0.004488,0.037844,0.005358,0.007855,-0.015802,1.538659,0.718328,0.008318,-0.002944,0.695649,0.729880,0.730577,0.730120,0.729843,2.920420,-0.730102,-0.000556,0.032231,0.006351,
0.459917,0.010040,0.030090,-0.044849,-2.006013,0.004929,0.002648,0.001173,0.001037,0.010462,-9.851538,-0.002472,0.037841,0.005898,-0.004488,0.037844,0.005358,0.007797,-0.015212,1.538699,0.718316,0.008092,-0.002752,0.695664,0.729880,0.730577,0.730120,0.729843,2.920420,-0.729975,-0.000323,0.031645,0.006345,
0.469820,0.009903,0.030165,-0.044474,-2.006203,0.004661,0.003973,0.000772,0.000820,0.009224,-9.845249,-0.002476,0.037309,0.006569,-0.003077,0.036633,0.005998,0.007773,-0.014920,1.538725,0.718309,0.007981,-0.002655,0.695674,0.730099,0.730108,0.729898,0.729793,2.919898,-0.729827,-0.000242,0.031427,0.006335,
0.479882,0.010062,0.030165,-0.044474,-2.006203,0.004661,0.003973,0.000772,0.000820,0.009224,-9.845249,-0.002476,0.037309,0.006569,-0.003077,0.036633,0.005998,0.007773,-0.014920,1.538725,0.718309,0.007981,-0.002655,0.695674,0.730099,0.730108,0.729898,0.729793,2.919898,-0.729757,-0.000162,0.031018,0.006333,
0.489862,0.009980,0.030236,-0.044097,-2.006390,0.004346,0.005279,0.000420,0.003879,0.004965,-9.840496,-0.002968,0.036828,0.006305,-0.002626,0.036258,0.005117,0.007746,-0.014631,1.538749,0.718302,0.007871,-0.002561,0.695683,0.729885,0.730024,0.729740,0.729658,2.919306,-0.729755,-0.000190,0.031164,0.006329,
0.499831,0.009969,0.030441,-0.042910,-2.007010,0.003541,0.009076,-0.000548,-0.003729,-0.003164,-9.831326,-0.001766,0.035877,0.005474,-0.001820,0.035629,0.007136,0.007683,-0.013787,1.538819,0.718281,0.007555,-0.002279,0.695709,0.730035,0.729725,0.729772,0.729498,2.919030,-0.729554,-0.000015,0.030236,0.006322,
0.509907,0.010076,0.030441,-0.042910,-2.007010,0.003541,0.009076,-0.000548,0.002600,-0.000900,-9.836094,-0.001766,0.035877,0.005474,-0.000751,0.035550,0.005897,0.007683,-0.013787,1.538819,0.718281,0.007555,-0.002279,0.695709,0.729634,0.729720,0.729226,0.729635,2.918216,-0.729485,-0.000044,0.030148,0.006315,
0.519903,0.009996,0.030504,-0.042508,-2.007209,0.003265,0.010282,-0.000870,0.000823,-0.001645,-9.822948,-0.001087,0.035559,0.005526,-0.001975,0.036264,0.005257,0.007670,-0.013508,1.538838,0.718275,0.007454,-0.002183,0.695716,0.729587,0.729784,0.729260,0.729566,2.918197,-0.729483,-0.000072,0.030285,0.006312,
0.529980,0.010077,0.030569,-0.042091,-2.007445,0.003040,0.011514,-0.001115,0.007112,0.001565,-9.835360,-0.001754,0.035912,0.006035,-0.001573,0.035762,0.005418,0.007653,-0.013226,1.538862,0.718268,0.007349,-0.002088,0.695725,0.729429,0.729823,0.729208,0.729481,2.917941,-0.729416,-0.000108,0.030059,0.006308,
0.539838,0.009858,0.030749,-0.040823,-2.008125,0.002300,0.015056,-0.001898,0.007301,-0.002011,-9.825474,-0.002328,0.034751,0.006974,-0.001617,0.034801,0.005747,0.007602,-0.012404,1.538932,0.718247,0.007045,-0.001810,0.695750,0.729741,0.729520,0.729345,0.729326,2.917932,-0.729348,-0.000075,0.029846,0.006304,
0.549864,0.010026,0.030749,-0.040823,-2.008125,0.002300,0.015056,-0.001898,0.001353,0.003464,-9.833941,-0.002328,0.034751,0.006974,-0.001427,0.035300,0.006347,0.007602,-0.012404,1.538932,0.718247,0.007045,-0.001810,0.695750,0.729265,0.729695,0.729168,0.729265,2.917393,-0.729148,-0.000032,0.029132,0.006294,
0.559891,0.010027,0.030817,-0.040394,-2.008368,0.002048,0.016182,-0.002179,0.013743,-0.001173,-9.824764,-0.001973,0.034784,0.006195,-0.002089,0.033548,0.005916,0.007582,-0.012131,1.538957,0.718239,0.006943,-0.001719,0.695759,0.729424,0.729527,0.729335,0.729106,2.917393,-0.729146,-0.000055,0.029255,0.006290,
0.569885,0.009994,0.030882,-0.039961,-2.008606,0.001770,0.017340,-0.002450,0.003576,0.006941,-9.822703,-0.001838,0.033651,0.006154,-0.002127,0.034039,0.005422,0.007564,-0.011867,1.538980,0.718232,0.006845,-0.001631,0.695768,0.729280,0.729277,0.729083,0.728953,2.916592,-0.729074,-0.000031,0.029040,0.006286,
0.579862,0.009977,0.031073,-0.038648,-2.009327,0.000957,0.020413,-0.003172,0.003225,0.010633,-9.824165,-0.002198,0.034506,0.005343,-0.002954,0.034377,0.005671,0.007499,-0.011064,1.539049,0.718211,0.006542,-0.001364,0.695793,0.729052,0.729497,0.729037,0.728999,2.916584,-0.729003,-0.000032,0.028900,0.006281,
0.589865,0.010003,0.031073,-0.038648,-2.009327,0.000957,0.020413,-0.003172,-0.001272,0.001695,-9.821417,-0.002198,0.034506,0.005343,-0.001543,0.033505,0.005186,0.007499,-0.011064,1.539049,0.718211,0.006542,-0.001364,0.695793,0.728948,0.729342,0.728674,0.729048,2.916012,-0.728801,0.000081,0.027925,0.006276,
0.599973,0.010108,0.031140,-0.038207,-2.009572,0.000720,0.021364,-0.003368,-0.001121,-0.000770,-9.816628,-0.002286,0.033343,0.005581,-0.002986,0.033353,0.005337,0.007477,-0.010802,1.539070,0.718205,0.006443,-0.001278,0.695801,0.729006,0.729297,0.728978,0.728730,2.916012,-0.728733,0.000094,0.027787,0.006268,
0.609848,0.009875,0.031205,-0.037764,-2.009813,0.000498,0.022355,-0.003578,0.011454,0.000288,-9.825653,-0.002626,0.033870,0.006672,-0.002571,0.034032,0.005694,0.007452,-0.010536,1.539100,0.718195,0.006341,-0.001191,0.695812,0.728537,0.729345,0.728517,0.728805,2.915203,-0.728731,0.000068,0.027898,0.006264,
0.619834,0.009986,0.031408,-0.036415,-2.010524,-0.000243,0.025028,-0.004077,-0.004260,0.003260,-9.815401,-0.002120,0.033074,0.006410,-0.000395,0.034039,0.006512,0.007402,-0.009740,1.539184,0.718169,0.006046,-0.000922,0.695842,0.728689,0.729030,0.728160,0.729045,2.914924,-0.728601,0.000180,0.027243,0.006257,
0.629919,0.010085,0.031408,-0.036415,-2.010524,-0.000243,0.025028,-0.004077,0.004275,0.003373,-9.817291,-0.002120,0.033074,0.006410,-0.002111,0.031766,0.006022,0.007402,-0.009740,1.539184,0.718169,0.006046,-0.000922,0.695842,0.728573,0.728865,0.728616,0.728349,2.914404,-0.728482,0.000219,0.026508,0.006250,
0.639833,0.009914,0.031563,-0.035499,-2.010999,-0.000696,0.026712,-0.004455,-0.001411,0.001366,-9.815725,-0.001124,0.033203,0.006706,-0.002043,0.031538,0.006304,0.007368,-0.009230,1.539240,0.718151,0.005857,-0.000751,0.695862,0.728635,0.728789,0.728531,0.728449,2.914404,-0.728479,0.000167,0.026712,0.006243,
0.649865,0.010032,0.031563,-0.035499,-2.010999,-0.000696,0.026712,-0.004455,0.004282,-0.003161,-9.793633,-0.001124,0.033203,0.006706,-0.001538,0.030421,0.005787,0.007368,-0.009230,1.539240,0.718151,0.005857,-0.000751,0.695862,0.728645,0.728526,0.728364,0.728381,2.913916,-0.728353,0.000258,0.026070,0.006236,
0.659854,0.009989,0.031718,-0.034580,-2.011477,-0.001058,0.028311,-0.004507,-0.000852,-0.005856,-9.801157,-0.001600,0.028831,0.006386,-0.001248,0.028804,0.005850,0.007337,-0.008761,1.539292,0.718134,0.005683,-0.000593,0.695881,0.728824,0.728094,0.728787,0.727705,2.913410,-0.728351,0.000235,0.026169,0.006232,
0.669847,0.009993,0.031799,-0.034121,-2.011716,-0.001219,0.029063,-0.004563,0.001419,-0.000598,-9.802690,-0.001304,0.029400,0.006370,-0.001260,0.029396,0.005715,0.007323,-0.008530,1.539320,0.718125,0.005597,-0.000515,0.695891,0.728499,0.728412,0.728301,0.728193,2.913404,-0.728198,0.000442,0.025494,0.006220,
0.679896,0.010049,0.031877,-0.033661,-2.011950,-0.001407,0.029804,-0.004632,0.003835,-0.001658,-9.806079,-0.001738,0.029550,0.006023,-0.002168,0.029877,0.005677,0.007305,-0.008297,1.539346,0.718117,0.005510,-0.000437,0.695901,0.728230,0.728683,0.728298,0.728194,2.913404,-0.728197,0.000425,0.025583,0.006217,
0.689849,0.009953,0.031952,-0.033199,-2.012179,-0.001597,0.030558,-0.004713,0.000840,0.001419,-9.798756,-0.001610,0.029163,0.005901,-0.000592,0.028642,0.006218,0.007288,-0.008067,1.539368,0.718110,0.005424,-0.000361,0.695909,0.728389,0.728223,0.728180,0.728000,2.912793,-0.728144,0.000492,0.025367,0.006212,
0.699956,0.010107,0.032034,-0.032750,-2.012416,-0.001768,0.031214,-0.004735,0.004614,0.003359,-9.804690,-0.001086,0.028680,0.006499,-0.001546,0.030232,0.005054,0.007275,-0.007841,1.539397,0.718101,0.005341,-0.000284,0.695919,0.728013,0.728591,0.728038,0.728146,2.912788,-0.728091,0.000549,0.025177,0.006208,
0.710130,0.010174,0.032187,-0.031849,-2.012874,-0.002072,0.032443,-0.004813,-0.008265,-0.015167,-9.796400,-0.001546,0.030008,0.005279,-0.001548,0.030102,0.005585,0.007240,-0.007369,1.539440,0.718087,0.005164,-0.000127,0.695934,0.727862,0.728568,0.727703,0.728229,2.912363,-0.727943,0.000809,0.024102,0.006201,
0.719864,0.009734,0.032260,-0.031397,-2.013095,-0.002201,0.033026,-0.004814,0.004015,0.000810,-9.797379,-0.001394,0.030304,0.005763,-0.002515,0.030307,0.005462,0.007225,-0.007130,1.539464,0.718079,0.005075,-0.000046,0.695943,0.727478,0.728667,0.727548,0.728080,2.911772,-0.727941,0.000775,0.024256,0.006194,
0.729905,0.010041,0.032348,-0.030948,-2.013321,-0.002388,0.033632,-0.004808,0.000880,0.004360,-9.787889,-0.002138,0.030080,0.005845,-0.001252,0.029684,0.005185,0.007204,-0.006892,1.539490,0.718071,0.004985,0.000032,0.695952,0.727654,0.728501,0.727649,0.727968,2.911772,-0.727896,0.000859,0.023881,0.006189,
0.739954,0.010049,0.032515,-0.030049,-2.013754,-0.002729,0.034615,-0.004654,-0.007434,0.001611,-9.787094,-0.002679,0.029402,0.006053,-0.002163,0.029463,0.005597,0.007160,-0.006425,1.539544,0.718053,0.004806,0.000185,0.695972,0.727534,0.728524,0.727776,0.727749,2.911583,-0.727850,0.000957,0.023529,0.006185,
0.749850,0.009896,0.032594,-0.029599,-2.013961,-0.002949,0.035075,-0.004646,-0.004219,0.002370,-9.796181,-0.001802,0.029236,0.006930,-0.001831,0.027690,0.006535,0.007141,-0.006193,1.539576,0.718042,0.004719,0.000262,0.695983,0.727759,0.728174,0.727695,0.727774,2.911401,-0.727777,0.001206,0.022585,0.006181,
0.759888,0.010038,0.032680,-0.029163,-2.014178,-0.003116,0.035535,-0.004644,-0.002673,-0.007793,-9.794692,-0.002429,0.027774,0.006579,-0.001606,0.028724,0.005922,0.007118,-0.005973,1.539606,0.718033,0.004634,0.000332,0.695994,0.727507,0.728258,0.727722,0.727620,2.911108,-0.727733,0.001215,0.022304,0.006168,
0.769909,0.010021,0.032763,-0.028726,-2.014393,-0.003216,0.035966,-0.004626,0.006087,-0.007987,-9.790081,-0.001164,0.028495,0.006495,-0.001203,0.028297,0.006558,0.007104,-0.005747,1.539637,0.718022,0.004550,0.000409,0.696005,0.727525,0.728227,0.727356,0.728000,2.911108,-0.727689,0.001336,0.021938,0.006163,
