time,dt,pos_x,pos_y,pos_z,vel_body_x,vel_body_y,vel_body_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,roll,pitch,yaw,qw,qx,qy,qz,pwm_1,pwm_2,pwm_3,pwm_4,total_thrust,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,trajectory_type
103.080453,0.009977,-0.466014,-1.325504,-0.158715,-0.351191,-0.078202,0.156885,-0.008729,-0.032438,-9.876125,-0.071756,-0.116933,-0.074593,-0.074522,-0.115760,-0.067793,0.084749,-0.011921,1.648916,-0.678148,-0.033133,-0.027057,-0.733679,0.730175,0.728087,0.731626,0.729345,2.919234,-0.728974,-0.071828,-0.092390,-0.071264,SYSTEM_IDENTIFICATION
103.090424,0.009971,-0.472311,-1.325888,-0.157308,-0.363444,-0.076703,0.155900,-0.015309,-0.030878,-9.858248,-0.075911,-0.112469,-0.075232,-0.076461,-0.111652,-0.069673,0.083572,-0.013661,1.647641,-0.678605,-0.033389,-0.026014,-0.733283,0.729077,0.728259,0.730880,0.729335,2.917552,-0.728552,-0.072186,-0.091190,-0.071417,SYSTEM_IDENTIFICATION
103.100429,0.010005,-0.475522,-1.326088,-0.156587,-0.369463,-0.075860,0.155585,-0.024913,-0.041834,-9.844369,-0.077910,-0.111337,-0.075100,-0.080395,-0.108017,-0.069046,0.082963,-0.014510,1.647000,-0.678835,-0.033502,-0.025492,-0.733083,0.728980,0.727449,0.730718,0.728715,2.915862,-0.728186,-0.076453,-0.084966,-0.072006,SYSTEM_IDENTIFICATION
103.110441,0.010012,-0.478815,-1.326188,-0.155887,-0.375420,-0.074932,0.155277,-0.015285,-0.039275,-9.836098,-0.080305,-0.107694,-0.074630,-0.080664,-0.105428,-0.068869,0.082335,-0.015331,1.646375,-0.679060,-0.033597,-0.024972,-0.732888,0.727610,0.727964,0.729911,0.728722,2.914207,-0.727747,-0.076628,-0.084087,-0.071887,SYSTEM_IDENTIFICATION
103.120433,0.009992,-0.482147,-1.326292,-0.155175,-0.381329,-0.073875,0.155060,-0.011602,-0.033825,-9.817511,-0.080931,-0.105291,-0.074557,-0.082755,-0.103279,-0.068916,0.081703,-0.016135,1.645751,-0.679285,-0.033685,-0.024457,-0.732693,0.727813,0.726920,0.729836,0.728174,2.912742,-0.727382,-0.077714,-0.082286,-0.071705,SYSTEM_IDENTIFICATION
103.130447,0.010014,-0.488932,-1.326505,-0.153711,-0.392989,-0.071623,0.154886,-0.017027,-0.041072,-9.815651,-0.084917,-0.100891,-0.073487,-0.085537,-0.099422,-0.067795,0.080393,-0.017694,1.644518,-0.679731,-0.033824,-0.023426,-0.732307,0.726694,0.726307,0.729109,0.727415,2.909526,-0.727018,-0.076929,-0.081836,-0.072217,SYSTEM_IDENTIFICATION
103.142632,0.012185,-0.492441,-1.326530,-0.152981,-0.398820,-0.070260,0.154870,-0.003606,-0.034783,-9.808483,-0.085828,-0.098289,-0.073779,-0.086482,-0.097710,-0.068286,0.079722,-0.018443,1.643904,-0.679954,-0.033878,-0.022915,-0.732113,0.726497,0.726436,0.729060,0.727532,2.909526,-0.726671,-0.082139,-0.075154,-0.071919,SYSTEM_IDENTIFICATION
103.166685,0.024053,-0.492441,-1.326530,-0.152981,-0.398820,-0.070260,0.154870,-0.003606,-0.034783,-9.808483,-0.085828,-0.098289,-0.073779,-0.086482,-0.097710,-0.068286,0.079722,-0.018443,1.643904,-0.679954,-0.033878,-0.022915,-0.732113,0.726497,0.726436,0.729060,0.727532,2.909526,-0.726671,-0.082139,-0.075154,-0.071919,SYSTEM_IDENTIFICATION
103.170409,0.003724,-0.503192,-1.326612,-0.150711,-0.415799,-0.066035,0.155153,-0.013126,-0.039548,-9.775936,-0.089237,-0.092755,-0.073507,-0.091083,-0.089952,-0.068586,0.077645,-0.020614,1.642067,-0.680623,-0.033985,-0.021385,-0.731533,0.725431,0.724586,0.728156,0.726109,2.904282,-0.725711,-0.077765,-0.077350,-0.072630,SYSTEM_IDENTIFICATION
103.180395,0.009986,-0.503192,-1.326612,-0.150711,-0.415799,-0.066035,0.155153,-0.013126,-0.039548,-9.775936,-0.089237,-0.092755,-0.073507,-0.091083,-0.089952,-0.068586,0.077645,-0.020614,1.642067,-0.680623,-0.033985,-0.021385,-0.731533,0.725431,0.724586,0.728156,0.726109,2.904282,-0.725773,-0.081980,-0.072121,-0.072746,SYSTEM_IDENTIFICATION
103.190465,0.010070,-0.510650,-1.326504,-0.149169,-0.426951,-0.062852,0.155624,-0.016002,-0.029772,-9.769999,-0.090927,-0.088748,-0.073280,-0.091691,-0.087700,-0.067556,0.076228,-0.021987,1.640867,-0.681061,-0.034017,-0.020379,-0.731152,0.723957,0.725260,0.727473,0.726152,2.902843,-0.725150,-0.077899,-0.075352,-0.073004,SYSTEM_IDENTIFICATION
103.200450,0.009985,-0.514433,-1.326450,-0.148376,-0.432408,-0.061221,0.155926,-0.021613,-0.039245,-9.763187,-0.093133,-0.086259,-0.072687,-0.093152,-0.084224,-0.067890,0.075502,-0.022647,1.640276,-0.681278,-0.034017,-0.019878,-0.730964,0.724278,0.724937,0.727615,0.726263,2.903093,-0.724940,-0.082643,-0.068856,-0.073053,SYSTEM_IDENTIFICATION
103.210427,0.009977,-0.522105,-1.326336,-0.146745,-0.443162,-0.057798,0.156683,-0.010858,-0.040528,-9.749067,-0.094984,-0.082140,-0.073843,-0.095435,-0.081594,-0.068272,0.074032,-0.023916,1.639078,-0.681719,-0.033991,-0.018888,-0.730580,0.722787,0.725106,0.726966,0.725742,2.900600,-0.725028,-0.086759,-0.063720,-0.073173,SYSTEM_IDENTIFICATION
103.220484,0.010057,-0.526037,-1.326202,-0.145920,-0.448511,-0.055878,0.157221,-0.012920,-0.032901,-9.740660,-0.095100,-0.081129,-0.073959,-0.095648,-0.079960,-0.068257,0.073291,-0.024535,1.638478,-0.681939,-0.033970,-0.018396,-0.730388,0.723470,0.723952,0.727054,0.725281,2.899758,-0.724902,-0.090740,-0.057912,-0.073525,SYSTEM_IDENTIFICATION
103.230450,0.009966,-0.530003,-1.326065,-0.145079,-0.453682,-0.053993,0.157710,-0.013926,-0.047265,-9.744177,-0.096270,-0.079856,-0.073343,-0.096755,-0.079385,-0.067750,0.072541,-0.025146,1.637883,-0.682159,-0.033943,-0.017904,-0.730197,0.724231,0.723303,0.727444,0.725132,2.900110,-0.724662,-0.091263,-0.056642,-0.073457,SYSTEM_IDENTIFICATION
103.240368,0.009918,-0.530003,-1.326065,-0.145079,-0.453682,-0.053993,0.157710,-0.013926,-0.047265,-9.744177,-0.096270,-0.079856,-0.073343,-0.096755,-0.079385,-0.067750,0.072541,-0.025146,1.637883,-0.682159,-0.033943,-0.017904,-0.730197,0.724231,0.723303,0.727444,0.725132,2.900110,-0.724186,-0.086809,-0.060158,-0.074002,SYSTEM_IDENTIFICATION
103.250447,0.010079,-0.538031,-1.325785,-0.143299,-0.463872,-0.050126,0.158843,-0.016492,-0.045942,-9.736148,-0.097686,-0.077186,-0.073614,-0.098523,-0.075280,-0.068473,0.071033,-0.026336,1.636689,-0.682599,-0.033872,-0.016927,-0.729811,0.723097,0.722600,0.726961,0.724086,2.896743,-0.723885,-0.082837,-0.064347,-0.074070,SYSTEM_IDENTIFICATION
103.260429,0.009982,-0.542112,-1.325567,-0.142395,-0.468875,-0.048054,0.159447,-0.022954,-0.050427,-9.724609,-0.098960,-0.075586,-0.073913,-0.100828,-0.074726,-0.067711,0.070262,-0.026913,1.636099,-0.682817,-0.033824,-0.016438,-0.729621,0.721559,0.723422,0.726346,0.724213,2.895539,-0.724016,-0.086902,-0.059240,-0.074197,SYSTEM_IDENTIFICATION
103.270442,0.010013,-0.542112,-1.325567,-0.142395,-0.468875,-0.048054,0.159447,-0.022954,-0.050427,-9.724609,-0.098960,-0.075586,-0.073913,-0.100828,-0.074726,-0.067711,0.070262,-0.026913,1.636099,-0.682817,-0.033824,-0.016438,-0.729621,0.721559,0.723422,0.726346,0.724213,2.895539,-0.723630,-0.082855,-0.062426,-0.074727,SYSTEM_IDENTIFICATION
103.280584,0.010142,-0.550369,-1.325121,-0.140540,-0.478634,-0.043848,0.160812,-0.008700,-0.037454,-9.716991,-0.101210,-0.070618,-0.073639,-0.101277,-0.068379,-0.067582,0.068693,-0.028022,1.634930,-0.683251,-0.033702,-0.015467,-0.729242,0.721770,0.723048,0.725926,0.724692,2.895435,-0.723433,-0.082818,-0.061638,-0.074714,SYSTEM_IDENTIFICATION
103.290452,0.009868,-0.554543,-1.324890,-0.139590,-0.483465,-0.041602,0.161526,-0.013611,-0.041303,-9.718191,-0.100676,-0.068421,-0.073198,-0.101777,-0.067299,-0.068073,0.067909,-0.028545,1.634349,-0.683467,-0.033629,-0.014992,-0.729052,0.720818,0.723063,0.725693,0.724158,2.893731,-0.723454,-0.087352,-0.054939,-0.074787,SYSTEM_IDENTIFICATION
103.300459,0.010007,-0.558773,-1.324591,-0.138620,-0.488251,-0.039325,0.162284,-0.011192,-0.048250,-9.710540,-0.101695,-0.067696,-0.073191,-0.102827,-0.066384,-0.067585,0.067117,-0.029062,1.633767,-0.683683,-0.033551,-0.014517,-0.728863,0.720612,0.723180,0.725913,0.724025,2.893731,-0.723359,-0.086426,-0.054921,-0.075312,SYSTEM_IDENTIFICATION
103.310466,0.010007,-0.567319,-1.323976,-0.136644,-0.497522,-0.034669,0.163892,-0.023659,-0.040254,-9.703423,-0.102330,-0.065693,-0.073285,-0.102455,-0.065054,-0.068118,0.065521,-0.030073,1.632605,-0.684116,-0.033381,-0.013570,-0.728482,0.721621,0.722130,0.726265,0.723799,2.893816,-0.723268,-0.086350,-0.054034,-0.075538,SYSTEM_IDENTIFICATION
103.320542,0.010076,-0.567319,-1.323976,-0.136644,-0.497522,-0.034669,0.163892,-0.019703,-0.056692,-9.699883,-0.102330,-0.065693,-0.073285,-0.103411,-0.064098,-0.068131,0.065521,-0.030073,1.632605,-0.684116,-0.033381,-0.013570,-0.728482,0.721364,0.722056,0.726383,0.723633,2.893435,-0.723234,-0.086808,-0.053692,-0.075264,SYSTEM_IDENTIFICATION
103.330459,0.009917,-0.576002,-1.323277,-0.134605,-0.506359,-0.029926,0.165651,-0.014191,-0.051879,-9.695072,-0.103235,-0.064575,-0.073344,-0.103581,-0.063748,-0.067207,0.063924,-0.031063,1.631436,-0.684552,-0.033203,-0.012630,-0.728098,0.721439,0.721655,0.726436,0.723407,2.892938,-0.723269,-0.086359,-0.054047,-0.075539,SYSTEM_IDENTIFICATION
103.341546,0.011087,-0.580395,-1.322888,-0.133562,-0.510724,-0.027433,0.166555,-0.011987,-0.043642,-9.691311,-0.102739,-0.064350,-0.073215,-0.102991,-0.064626,-0.067653,0.063125,-0.031557,1.630862,-0.684766,-0.033113,-0.012160,-0.727909,0.721570,0.721520,0.726548,0.723436,2.893074,-0.723103,-0.086398,-0.051103,-0.076197,SYSTEM_IDENTIFICATION
103.350442,0.008896,-0.589262,-1.322088,-0.131429,-0.519391,-0.022404,0.168455,-0.022373,-0.043241,-9.685067,-0.103000,-0.061970,-0.072747,-0.103467,-0.061116,-0.067220,0.061526,-0.032528,1.629717,-0.685192,-0.032924,-0.011227,-0.727531,0.720844,0.721766,0.726168,0.723633,2.892411,-0.723264,-0.090469,-0.045594,-0.076107,SYSTEM_IDENTIFICATION
103.360437,0.009995,-0.589262,-1.322088,-0.131429,-0.519391,-0.022404,0.168455,-0.022373,-0.043241,-9.685067,-0.103000,-0.061970,-0.072747,-0.103467,-0.061116,-0.067220,0.061526,-0.032528,1.629717,-0.685192,-0.032924,-0.011227,-0.727531,0.720844,0.721766,0.726168,0.723633,2.892411,-0.723430,-0.093986,-0.038409,-0.076764,SYSTEM_IDENTIFICATION
103.370963,0.010526,-0.598280,-1.321120,-0.129240,-0.527692,-0.017190,0.170337,-0.019084,-0.045767,-9.691706,-0.102431,-0.059099,-0.073563,-0.102712,-0.058294,-0.067829,0.059929,-0.033445,1.628559,-0.685624,-0.032717,-0.010312,-0.727147,0.722737,0.720403,0.726976,0.723603,2.893719,-0.723188,-0.090561,-0.042341,-0.076591,SYSTEM_IDENTIFICATION
103.380433,0.009470,-0.607398,-1.320123,-0.127006,-0.535698,-0.011854,0.172142,-0.017792,-0.048419,-9.701238,-0.102899,-0.054530,-0.073609,-0.102744,-0.053524,-0.068127,0.058326,-0.034296,1.627409,-0.686054,-0.032482,-0.009419,-0.726764,0.722099,0.720827,0.726525,0.724158,2.893609,-0.723230,-0.090060,-0.041681,-0.077087,SYSTEM_IDENTIFICATION
103.390448,0.010015,-0.612012,-1.319541,-0.125843,-0.539641,-0.009063,0.173042,-0.019310,-0.051582,-9.702396,-0.103121,-0.051516,-0.073812,-0.103929,-0.050537,-0.068151,0.057526,-0.034690,1.626832,-0.686270,-0.032353,-0.008983,-0.726571,0.720624,0.721891,0.725995,0.724409,2.892919,-0.723652,-0.097769,-0.030133,-0.077422,SYSTEM_IDENTIFICATION
103.400468,0.010020,-0.616649,-1.318953,-0.124665,-0.543483,-0.006301,0.173938,-0.024227,-0.051535,-9.694319,-0.104899,-0.048770,-0.073301,-0.105567,-0.047212,-0.067714,0.056711,-0.035063,1.626258,-0.686486,-0.032211,-0.008550,-0.726379,0.721027,0.721782,0.726352,0.724488,2.893649,-0.723646,-0.097644,-0.029384,-0.077470,SYSTEM_IDENTIFICATION
103.410436,0.009968,-0.621309,-1.318357,-0.123473,-0.547233,-0.003475,0.174894,-0.019747,-0.048982,-9.694104,-0.105381,-0.046339,-0.073697,-0.106465,-0.043604,-0.068356,0.055892,-0.035417,1.625691,-0.686699,-0.032061,-0.008122,-0.726189,0.721840,0.721340,0.726875,0.724528,2.894582,-0.723465,-0.093867,-0.033631,-0.077558,SYSTEM_IDENTIFICATION
103.420435,0.009999,-0.625991,-1.317752,-0.122268,-0.550982,-0.000665,0.175823,-0.023211,-0.043042,-9.700105,-0.106307,-0.043656,-0.074183,-0.108185,-0.042198,-0.068835,0.055067,-0.035749,1.625121,-0.686914,-0.031900,-0.007699,-0.725997,0.720629,0.722145,0.726673,0.724414,2.893860,-0.723762,-0.097243,-0.027933,-0.077984,SYSTEM_IDENTIFICATION
103.430488,0.010053,-0.635441,-1.316354,-0.119764,-0.558263,0.005137,0.177618,-0.030382,-0.052324,-9.699408,-0.108244,-0.040763,-0.074417,-0.108014,-0.039812,-0.069230,0.053382,-0.036379,1.623980,-0.687345,-0.031554,-0.006853,-0.725613,0.721770,0.721513,0.727159,0.724608,2.895049,-0.723850,-0.097423,-0.026893,-0.078209,SYSTEM_IDENTIFICATION
103.440435,0.009947,-0.640197,-1.315641,-0.118493,-0.561708,0.008112,0.178527,-0.014832,-0.057788,-9.698820,-0.109317,-0.038470,-0.073626,-0.110543,-0.037277,-0.067478,0.052532,-0.036672,1.623413,-0.687559,-0.031370,-0.006435,-0.725422,0.721106,0.722055,0.727013,0.724749,2.894923,-0.724186,-0.100526,-0.021323,-0.078642,SYSTEM_IDENTIFICATION
103.450463,0.010028,-0.644974,-1.314920,-0.117209,-0.565091,0.011082,0.179500,-0.017415,-0.059643,-9.690561,-0.111448,-0.035222,-0.073836,-0.112962,-0.031785,-0.068741,0.051665,-0.036940,1.622846,-0.687774,-0.031170,-0.006019,-0.725230,0.721471,0.722511,0.727557,0.725206,2.896745,-0.724257,-0.100456,-0.020362,-0.078681,SYSTEM_IDENTIFICATION
103.460578,0.010115,-0.649768,-1.314111,-0.115884,-0.568415,0.014153,0.180428,-0.021128,-0.045456,-9.702059,-0.112663,-0.032466,-0.074592,-0.113428,-0.032254,-0.069016,0.050789,-0.037185,1.622272,-0.687992,-0.030959,-0.005608,-0.725036,0.721967,0.721856,0.727822,0.724846,2.896491,-0.724374,-0.099901,-0.019883,-0.078951,SYSTEM_IDENTIFICATION
103.470464,0.009886,-0.654582,-1.313295,-0.114547,-0.571709,0.017211,0.181362,-0.017929,-0.048937,-9.698332,-0.112779,-0.032400,-0.074090,-0.112630,-0.031388,-0.068848,0.049911,-0.037431,1.621703,-0.688208,-0.030748,-0.005196,-0.724843,0.722295,0.721681,0.727917,0.725003,2.896896,-0.724233,-0.096153,-0.024117,-0.079055,SYSTEM_IDENTIFICATION
103.480427,0.009963,-0.664266,-1.311634,-0.111837,-0.577999,0.023345,0.183136,-0.017810,-0.052763,-9.708080,-0.112851,-0.029642,-0.075505,-0.114176,-0.026995,-0.069483,0.048160,-0.037893,1.620562,-0.688641,-0.030315,-0.004385,-0.724455,0.720500,0.723435,0.727313,0.725684,2.896933,-0.724632,-0.098267,-0.019265,-0.079535,SYSTEM_IDENTIFICATION
103.490445,0.010018,-0.669136,-1.310789,-0.110472,-0.581028,0.026436,0.183972,-0.020624,-0.063645,-9.708214,-0.114003,-0.026706,-0.074877,-0.114026,-0.024215,-0.068920,0.047272,-0.038094,1.619994,-0.688857,-0.030083,-0.003986,-0.724262,0.721221,0.723443,0.727698,0.726166,2.898528,-0.725065,-0.101125,-0.013603,-0.079947,SYSTEM_IDENTIFICATION
103.500514,0.010069,-0.674009,-1.309857,-0.109074,-0.583930,0.029580,0.184802,-0.018172,-0.052263,-9.708136,-0.113685,-0.024176,-0.074411,-0.114437,-0.022902,-0.069537,0.046387,-0.038275,1.619430,-0.689072,-0.029845,-0.003595,-0.724069,0.721369,0.723180,0.727838,0.726008,2.898395,-0.725181,-0.100311,-0.013343,-0.080043,SYSTEM_IDENTIFICATION
103.510436,0.009922,-0.683807,-1.307963,-0.106248,-0.589622,0.035846,0.186447,-0.026364,-0.052217,-9.711666,-0.114526,-0.023923,-0.075567,-0.115329,-0.022983,-0.069896,0.044606,-0.038633,1.618283,-0.689508,-0.029363,-0.002809,-0.723677,0.722814,0.722856,0.729237,0.725816,2.900724,-0.725351,-0.099513,-0.012964,-0.080325,SYSTEM_IDENTIFICATION
103.520448,0.010012,-0.688731,-1.307002,-0.104821,-0.592368,0.039017,0.187200,-0.019120,-0.053746,-9.724880,-0.114014,-0.022273,-0.075075,-0.114332,-0.021699,-0.069250,0.043717,-0.038801,1.617712,-0.689725,-0.029118,-0.002422,-0.723482,0.722592,0.722962,0.728917,0.726118,2.900590,-0.725825,-0.101947,-0.007465,-0.080748,SYSTEM_IDENTIFICATION
103.530485,0.010037,-0.693656,-1.305954,-0.103367,-0.595007,0.042231,0.187918,-0.022831,-0.054988,-9.724382,-0.114697,-0.020484,-0.075389,-0.114562,-0.017952,-0.069811,0.042824,-0.038954,1.617138,-0.689943,-0.028865,-0.002038,-0.723285,0.723316,0.723493,0.729521,0.726969,2.903298,-0.725975,-0.101028,-0.007186,-0.080860,SYSTEM_IDENTIFICATION
103.540433,0.009948,-0.698597,-1.304898,-0.101904,-0.597554,0.045443,0.188632,-0.023975,-0.058516,-9.729584,-0.114012,-0.017945,-0.075269,-0.113989,-0.015566,-0.069641,0.041935,-0.039089,1.616565,-0.690162,-0.028608,-0.001661,-0.723088,0.723187,0.723854,0.729491,0.727369,2.903901,-0.726175,-0.100095,-0.006770,-0.081150,SYSTEM_IDENTIFICATION
103.550616,0.010183,-0.708522,-1.302755,-0.098990,-0.602382,0.051923,0.189843,-0.013442,-0.058090,-9.742368,-0.115204,-0.013693,-0.074628,-0.115464,-0.012488,-0.068904,0.040148,-0.039307,1.615441,-0.690590,-0.028070,-0.000924,-0.722701,0.722636,0.724234,0.729461,0.727442,2.903773,-0.726099,-0.096783,-0.010537,-0.081236,SYSTEM_IDENTIFICATION
103.560509,0.009893,-0.713498,-1.301586,-0.097501,-0.604685,0.055224,0.190422,-0.026241,-0.056246,-9.743143,-0.115160,-0.011970,-0.075108,-0.115887,-0.011244,-0.070303,0.039250,-0.039394,1.614877,-0.690805,-0.027792,-0.000562,-0.722507,0.721942,0.725171,0.729493,0.727787,2.904394,-0.726878,-0.101214,-0.001299,-0.081876,SYSTEM_IDENTIFICATION
103.570502,0.009993,-0.718488,-1.300407,-0.096005,-0.606956,0.058452,0.190949,-0.024030,-0.052144,-9.747520,-0.115704,-0.009996,-0.076193,-0.116894,-0.009213,-0.070106,0.038347,-0.039467,1.614304,-0.691024,-0.027506,-0.000202,-0.722309,0.723641,0.724947,0.730993,0.727931,2.907513,-0.727068,-0.100395,-0.000630,-0.081979,SYSTEM_IDENTIFICATION
103.580481,0.009979,-0.718488,-1.300407,-0.096005,-0.606956,0.058452,0.190949,-0.024030,-0.052144,-9.747520,-0.115704,-0.009996,-0.076193,-0.116894,-0.009213,-0.070106,0.038347,-0.039467,1.614304,-0.691024,-0.027506,-0.000202,-0.722309,0.723641,0.724947,0.730993,0.727931,2.907513,-0.727294,-0.099274,-0.000486,-0.082274,SYSTEM_IDENTIFICATION
103.590488,0.010007,-0.733530,-1.296736,-0.091465,-0.613309,0.068354,0.192315,-0.025418,-0.054925,-9.763225,-0.117826,-0.007159,-0.075928,-0.118565,-0.006103,-0.070745,0.035596,-0.039634,1.612593,-0.691676,-0.026615,0.000872,-0.721717,0.723727,0.725533,0.731714,0.728201,2.909175,-0.727239,-0.095191,-0.005202,-0.082436,SYSTEM_IDENTIFICATION
103.600435,0.009947,-0.738564,-1.295443,-0.089930,-0.615249,0.071690,0.192726,-0.018935,-0.057726,-9.764221,-0.118411,-0.005100,-0.076193,-0.118175,-0.004102,-0.070739,0.034671,-0.039670,1.612017,-0.691896,-0.026308,0.001225,-0.721517,0.722594,0.726512,0.730869,0.728981,2.908956,-0.728019,-0.099396,0.004682,-0.082865,SYSTEM_IDENTIFICATION
103.610448,0.010013,-0.743611,-1.294141,-0.088412,-0.617105,0.075003,0.193068,-0.030971,-0.066323,-9.768556,-0.116761,-0.003040,-0.076622,-0.117574,-0.002805,-0.070872,0.033759,-0.039689,1.611438,-0.692116,-0.025999,0.001569,-0.721316,0.724798,0.725794,0.732401,0.729081,2.912074,-0.728270,-0.098010,0.004840,-0.083169,SYSTEM_IDENTIFICATION
103.620576,0.010128,-0.748667,-1.292829,-0.086889,-0.618847,0.078274,0.193402,-0.025443,-0.050661,-9.781638,-0.116768,-0.002888,-0.076357,-0.116152,-0.001550,-0.069910,0.032847,-0.039707,1.610867,-0.692334,-0.025689,0.001911,-0.721118,0.724960,0.726058,0.732653,0.729407,2.913077,-0.728519,-0.096688,0.004875,-0.083476,SYSTEM_IDENTIFICATION
103.630515,0.009939,-0.758790,-1.290026,-0.083803,-0.622191,0.084935,0.193812,-0.033400,-0.059683,-9.791487,-0.116673,-0.000607,-0.076932,-0.117052,0.000056,-0.071515,0.031029,-0.039718,1.609725,-0.692768,-0.025063,0.002585,-0.720720,0.724669,0.726768,0.732959,0.729681,2.914077,-0.728778,-0.095288,0.004906,-0.083784,SYSTEM_IDENTIFICATION
103.640362,0.009847,-0.763866,-1.288610,-0.082255,-0.623794,0.088247,0.194000,-0.027834,-0.050613,-9.794007,-0.116336,0.001113,-0.077693,-0.116599,0.002837,-0.072278,0.030120,-0.039706,1.609142,-0.692990,-0.024743,0.002915,-0.720517,0.724669,0.726768,0.732959,0.729681,2.914077,-0.729319,-0.095769,0.008879,-0.084303,SYSTEM_IDENTIFICATION
103.650437,0.010075,-0.768950,-1.287184,-0.080705,-0.625336,0.091536,0.194149,-0.029947,-0.050877,-9.796274,-0.116033,0.002804,-0.077791,-0.116236,0.003695,-0.072301,0.029214,-0.039681,1.608557,-0.693212,-0.024419,0.003240,-0.720313,0.725482,0.727502,0.733701,0.730591,2.917276,-0.729562,-0.094460,0.009395,-0.084434,SYSTEM_IDENTIFICATION
103.660475,0.010038,-0.774031,-1.285688,-0.079137,-0.626734,0.094836,0.194253,-0.030529,-0.053658,-9.811353,-0.114170,0.003563,-0.076988,-0.113512,0.005273,-0.071328,0.028322,-0.039649,1.607977,-0.693432,-0.024097,0.003558,-0.720110,0.724947,0.727873,0.733207,0.731096,2.917123,-0.729839,-0.093030,0.009310,-0.084744,SYSTEM_IDENTIFICATION
103.670379,0.009904,-0.774031,-1.285688,-0.079137,-0.626734,0.094836,0.194253,-0.021997,-0.068731,-9.812553,-0.114170,0.003563,-0.076988,-0.114490,0.005461,-0.071154,0.028322,-0.039649,1.607977,-0.693432,-0.024097,0.003558,-0.720110,0.725812,0.728048,0.734536,0.730961,2.919357,-0.730126,-0.091569,0.009302,-0.085058,SYSTEM_IDENTIFICATION
103.680439,0.010060,-0.784215,-1.282666,-0.076003,-0.629333,0.101527,0.194274,-0.027892,-0.066309,-9.813301,-0.114271,0.004867,-0.077451,-0.113046,0.008315,-0.071691,0.026542,-0.039567,1.606809,-0.693875,-0.023448,0.004183,-0.719702,0.725152,0.729191,0.734159,0.732041,2.920543,-0.730136,-0.088275,0.005502,-0.085174,SYSTEM_IDENTIFICATION
103.690472,0.010033,-0.789317,-1.281140,-0.074434,-0.630432,0.104801,0.194252,-0.027892,-0.066309,-9.813301,-0.113027,0.006956,-0.076993,-0.113046,0.008315,-0.071691,0.025659,-0.039510,1.606227,-0.694095,-0.023120,0.004488,-0.719498,0.725152,0.729191,0.734159,0.732041,2.920543,-0.730676,-0.089067,0.010228,-0.085496,SYSTEM_IDENTIFICATION
103.700445,0.009973,-0.794427,-1.279531,-0.072853,-0.631499,0.108135,0.194237,-0.031205,-0.059936,-9.832688,-0.111905,0.007715,-0.077728,-0.110721,0.008958,-0.072898,0.024784,-0.039447,1.605639,-0.694317,-0.022792,0.004788,-0.719292,0.725268,0.729045,0.734001,0.732228,2.920543,-0.730980,-0.087497,0.010075,-0.085818,SYSTEM_IDENTIFICATION
103.710428,0.009983,-0.799543,-1.277913,-0.071272,-0.632507,0.111447,0.194084,-0.034927,-0.066112,-9.829575,-0.110560,0.008896,-0.078395,-0.111102,0.009884,-0.073755,0.023921,-0.039377,1.605045,-0.694541,-0.022466,0.005081,-0.719084,0.726179,0.729200,0.735125,0.732200,2.922704,-0.731258,-0.089630,0.014327,-0.085988,SYSTEM_IDENTIFICATION
103.720514,0.010086,-0.809787,-1.274648,-0.068111,-0.634307,0.118044,0.193711,-0.026524,-0.061452,-9.837387,-0.109141,0.008992,-0.077675,-0.108854,0.009580,-0.072043,0.022202,-0.039233,1.603852,-0.694991,-0.021814,0.005661,-0.718665,0.726782,0.729133,0.735446,0.732557,2.923918,-0.731644,-0.084001,0.008971,-0.086657,SYSTEM_IDENTIFICATION
103.730505,0.009991,-0.814914,-1.272919,-0.066528,-0.635125,0.121374,0.193460,-0.037933,-0.052242,-9.853708,-0.107195,0.009817,-0.078754,-0.107977,0.010137,-0.073713,0.021365,-0.039155,1.603251,-0.695216,-0.021493,0.005942,-0.718454,0.726945,0.730245,0.736127,0.733260,2.926576,-0.732152,-0.088290,0.017931,-0.086832,SYSTEM_IDENTIFICATION
103.740439,0.009934,-0.820044,-1.271181,-0.064946,-0.635915,0.124653,0.193150,-0.025778,-0.059479,-9.844957,-0.107021,0.009910,-0.079586,-0.106056,0.011481,-0.073716,0.020530,-0.039079,1.602643,-0.695445,-0.021173,0.006222,-0.718241,0.728445,0.729733,0.736887,0.733543,2.928608,-0.732522,-0.083559,0.014111,-0.087282,SYSTEM_IDENTIFICATION
103.750493,0.010054,-0.825177,-1.269433,-0.063365,-0.636594,0.127972,0.192856,-0.033899,-0.061772,-9.862436,-0.105458,0.011989,-0.079291,-0.105030,0.013907,-0.074458,0.019707,-0.038986,1.602036,-0.695672,-0.020852,0.006491,-0.718027,0.728172,0.729981,0.736572,0.733883,2.928608,-0.732760,-0.085800,0.018926,-0.087289,SYSTEM_IDENTIFICATION
